Category,contract,subtree_root,node_num,wl_counter
reentrancy,0x941d225236464a25eb18076df7da6a91d0f95e9e,79,7,"{""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""7b10ae79704927f1112a61307367d94f"": 1, ""7def5797e916299c391aed1cd56da4f2"": 1, ""d469eeb814951e47ea63f57a7c04d2b2"": 1}"
reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,127,7,"{""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""7b10ae79704927f1112a61307367d94f"": 1, ""7def5797e916299c391aed1cd56da4f2"": 1, ""d469eeb814951e47ea63f57a7c04d2b2"": 1}"
reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8,93,7,"{""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""7b10ae79704927f1112a61307367d94f"": 1, ""7def5797e916299c391aed1cd56da4f2"": 1, ""d469eeb814951e47ea63f57a7c04d2b2"": 1}"
reentrancy,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,67,7,"{""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""7b10ae79704927f1112a61307367d94f"": 1, ""7def5797e916299c391aed1cd56da4f2"": 1, ""d469eeb814951e47ea63f57a7c04d2b2"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1}"
reentrancy,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,67,7,"{""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""7b10ae79704927f1112a61307367d94f"": 1, ""7def5797e916299c391aed1cd56da4f2"": 1, ""d469eeb814951e47ea63f57a7c04d2b2"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1}"
reentrancy,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,67,7,"{""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""7b10ae79704927f1112a61307367d94f"": 1, ""7def5797e916299c391aed1cd56da4f2"": 1, ""d469eeb814951e47ea63f57a7c04d2b2"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1}"
reentrancy,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,127,7,"{""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""7b10ae79704927f1112a61307367d94f"": 1, ""7def5797e916299c391aed1cd56da4f2"": 1, ""d469eeb814951e47ea63f57a7c04d2b2"": 1}"
reentrancy,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,72,7,"{""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""7b10ae79704927f1112a61307367d94f"": 1, ""7def5797e916299c391aed1cd56da4f2"": 1, ""d469eeb814951e47ea63f57a7c04d2b2"": 1}"
reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68,72,7,"{""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""7b10ae79704927f1112a61307367d94f"": 1, ""7def5797e916299c391aed1cd56da4f2"": 1, ""d469eeb814951e47ea63f57a7c04d2b2"": 1}"
reentrancy,etherstore,63,9,"{""19e8792474a5543ff01e3ef470e037dd"": 2, ""e76aff24cabdef35707f0b04e574cc53"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""5949bb11703072e5a9d9691f3b2727df"": 1, ""b894174839c3027ada962cabf24f0a8d"": 1, ""00237ab14cdcbf1335e2fc1a254ffbcb"": 1, ""cf7f9e7fbec60d2eeaeb0f391d45aa91"": 1, ""dbd73ba458013846a34ab7b69f7dcbc2"": 1}"
reentrancy,reentrance,47,7,"{""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""7b10ae79704927f1112a61307367d94f"": 1, ""7def5797e916299c391aed1cd56da4f2"": 1, ""d469eeb814951e47ea63f57a7c04d2b2"": 1}"
reentrancy,reentrancy_dao,33,10,"{""687cf0aa4e531d0110c74616e9ce3e9a"": 1, ""59f1592920128f27e80dedfa88010fa2"": 1, ""04ffe4d8b9d1d19778abcc3929efe1fe"": 1, ""be57eee0f1a6057cadf8cf50ced52dab"": 1, ""a55239e7ae3bd76237022f6e3a4b18bb"": 1, ""22ed6ff0df71d3229502b5d4fc859bc9"": 1, ""5925605b90cbee210fc94bde901f407a"": 1, ""c89762cc1d068c841e955a71d6658fc4"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""c3c759e8fabac65bc9ea59e906474507"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""a4414ea44c94dad58f0deb8ff7e77cea"": 1}"
reentrancy,reentrancy_simple,43,12,"{""f0cac0646937350713c582f106d13b9a"": 2, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""2f36611c504da5f1a15cebc3fab8889e"": 1, ""482dbcdf757776db604b1b02d31dabea"": 1, ""897686a6e68c1c2243017871c5b5b107"": 1, ""61c1c2faeb4fe06b7c9cee42583b1860"": 1, ""429e03a0945b9e18ec314dde2d3c215f"": 1, ""fbf33beb6c1862ee9fa612c68cd1055f"": 1, ""dd6ab40428746b2c8700e49c93cb2b98"": 1, ""60bb72be03b30ee9c838fe5a59ae7536"": 1, ""250f62f55ac4b87ffaa68db95d032e26"": 1, ""520de513fe552dceee5609a0f1bfac11"": 1, ""34f8a87dd0b60c7bf7759ffdfaf1aafd"": 1, ""f5e9dd472ea37ab27619b4ceeea05bba"": 1, ""1cb43b8bd2ec23bf1a9c929fa44b7b79"": 1, ""2a10c08d812312a89b4b944e08be36c4"": 1, ""eff1e64a2a22504c08be114eb4683478"": 1, ""8216394ccb012140243cdefba6ec791b"": 1}"
unchecked_low_level_calls,0x2972d548497286d18e92b5fa1f8f9139e5653fd2,53,11,"{""f0cac0646937350713c582f106d13b9a"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""34010abbced199d4e4163aacb1e77ff0"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 2, ""79f5f876f0fe6ca9f2ba2f86985ca2b4"": 2, ""482dbcdf757776db604b1b02d31dabea"": 4, ""250c86dc780feb05a4baa4ca10cc8c2a"": 4, ""772a1600c1f1935f74f0db02d066f3a1"": 2, ""a906fee74be03f5d32a33fc067cc67b3"": 2, ""75ab2017b00e12311faf8ead49ec78ce"": 1, ""86a685fc27279ba121cc6625170f18f5"": 1}"
unchecked_low_level_calls,0x39cfd754c85023648bf003bea2dd498c5612abfa,70,10,"{""19e8792474a5543ff01e3ef470e037dd"": 3, ""e7ebc7ff1361d739dd43d22c0a7501a9"": 1, ""e95c58a363bfc153cec61249ebf2c11d"": 1, ""7e2fc0ad99f76cef61ef4e2a73057595"": 1, ""ab2fe5c341d4bd3a4318515c44f746ec"": 1, ""e5d0fdb48c035ae55b7900913ed592f4"": 1, ""e71328778c2f800c70d8c37e99b68bc8"": 1, ""4b7b7c4b2919bb23fcb7a977dc3f099c"": 1, ""8762e2a2ea0c8c3310e6fde314a46e62"": 2, ""c6769340b1fbe07810ecb0896471632d"": 1, ""94fcdf46faa28fe61999db6a1728023e"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""c00e03dc6d92663c4febf03d0308569b"": 1, ""a948d3b0e2439747fe53628fd933595c"": 1, ""c47e7dc2dbb70b416ecef0a59d63690b"": 1}"
unchecked_low_level_calls,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,70,10,"{""19e8792474a5543ff01e3ef470e037dd"": 3, ""e7ebc7ff1361d739dd43d22c0a7501a9"": 1, ""e95c58a363bfc153cec61249ebf2c11d"": 1, ""7e2fc0ad99f76cef61ef4e2a73057595"": 1, ""ab2fe5c341d4bd3a4318515c44f746ec"": 1, ""e5d0fdb48c035ae55b7900913ed592f4"": 1, ""e71328778c2f800c70d8c37e99b68bc8"": 1, ""4b7b7c4b2919bb23fcb7a977dc3f099c"": 1, ""8762e2a2ea0c8c3310e6fde314a46e62"": 2, ""c6769340b1fbe07810ecb0896471632d"": 1, ""94fcdf46faa28fe61999db6a1728023e"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""c00e03dc6d92663c4febf03d0308569b"": 1, ""a948d3b0e2439747fe53628fd933595c"": 1, ""c47e7dc2dbb70b416ecef0a59d63690b"": 1}"
unchecked_low_level_calls,0x4051334adc52057aca763453820cb0e045076ef3,50,9,"{""f0cac0646937350713c582f106d13b9a"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""401754c0faf7f794f5248d2e7ca79e99"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 3, ""2093dd4fe9aca3694f88c8aeae763d3a"": 3, ""482dbcdf757776db604b1b02d31dabea"": 2, ""250c86dc780feb05a4baa4ca10cc8c2a"": 2, ""772a1600c1f1935f74f0db02d066f3a1"": 1, ""0756604499386814b0a7cf0500c7494b"": 1, ""54fb88f723782fe1775c8ac40501eac4"": 1, ""a6672be7e4e7c25780616c9fe5d78288"": 1}"
unchecked_low_level_calls,0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152,50,9,"{""f0cac0646937350713c582f106d13b9a"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""401754c0faf7f794f5248d2e7ca79e99"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 3, ""2093dd4fe9aca3694f88c8aeae763d3a"": 3, ""482dbcdf757776db604b1b02d31dabea"": 2, ""250c86dc780feb05a4baa4ca10cc8c2a"": 2, ""772a1600c1f1935f74f0db02d066f3a1"": 1, ""0756604499386814b0a7cf0500c7494b"": 1, ""54fb88f723782fe1775c8ac40501eac4"": 1, ""a6672be7e4e7c25780616c9fe5d78288"": 1}"
unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,70,10,"{""19e8792474a5543ff01e3ef470e037dd"": 3, ""e7ebc7ff1361d739dd43d22c0a7501a9"": 1, ""e95c58a363bfc153cec61249ebf2c11d"": 1, ""7e2fc0ad99f76cef61ef4e2a73057595"": 1, ""ab2fe5c341d4bd3a4318515c44f746ec"": 1, ""e5d0fdb48c035ae55b7900913ed592f4"": 1, ""e71328778c2f800c70d8c37e99b68bc8"": 1, ""4b7b7c4b2919bb23fcb7a977dc3f099c"": 1, ""8762e2a2ea0c8c3310e6fde314a46e62"": 2, ""c6769340b1fbe07810ecb0896471632d"": 1, ""94fcdf46faa28fe61999db6a1728023e"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""c00e03dc6d92663c4febf03d0308569b"": 1, ""a948d3b0e2439747fe53628fd933595c"": 1, ""c47e7dc2dbb70b416ecef0a59d63690b"": 1}"
unchecked_low_level_calls,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,70,10,"{""19e8792474a5543ff01e3ef470e037dd"": 3, ""e7ebc7ff1361d739dd43d22c0a7501a9"": 1, ""e95c58a363bfc153cec61249ebf2c11d"": 1, ""7e2fc0ad99f76cef61ef4e2a73057595"": 1, ""ab2fe5c341d4bd3a4318515c44f746ec"": 1, ""e5d0fdb48c035ae55b7900913ed592f4"": 1, ""e71328778c2f800c70d8c37e99b68bc8"": 1, ""4b7b7c4b2919bb23fcb7a977dc3f099c"": 1, ""8762e2a2ea0c8c3310e6fde314a46e62"": 2, ""c6769340b1fbe07810ecb0896471632d"": 1, ""94fcdf46faa28fe61999db6a1728023e"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""c00e03dc6d92663c4febf03d0308569b"": 1, ""a948d3b0e2439747fe53628fd933595c"": 1, ""c47e7dc2dbb70b416ecef0a59d63690b"": 1}"
unchecked_low_level_calls,0xa1fceeff3acc57d257b917e30c4df661401d6431,96,12,"{""f671d564b08890573fba1da265efd94c"": 1, ""60bae07045e4ef6d4a1fe86fd4181175"": 1, ""f0cac0646937350713c582f106d13b9a"": 2, ""75efafa72cd242dffd2956086b3dabf4"": 2, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 2, ""48b46c0a1f8b36d5c3e2e82b2a5534c5"": 2, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""7dffb95e946b1a17d77be2159cfcabaf"": 1, ""482dbcdf757776db604b1b02d31dabea"": 4, ""250c86dc780feb05a4baa4ca10cc8c2a"": 4, ""772a1600c1f1935f74f0db02d066f3a1"": 2, ""6ab5802cd0f0a072a96c132723c83059"": 2}"
